"year","unitid","inst_name","state_name","state_of_residence","type_of_freshman","enrollment_fall"
"2012","161004","Bowdoin College","Maine","Wisconsin","Total","1"
"2012","161004","Bowdoin College","Maine","Connecticut","Graduated from HS in past 12 months","25"
"2012","161004","Bowdoin College","Maine","Washington","Total","13"
"2012","161004","Bowdoin College","Maine","Ohio","Total","5"
"2012","161004","Bowdoin College","Maine","Puerto Rico","Graduated from HS in past 12 months","1"
"2012","161004","Bowdoin College","Maine","North Carolina","Total","3"
"2012","161004","Bowdoin College","Maine","Tennessee","Total","2"
"2012","161004","Bowdoin College","Maine","Foreign countries","Total","28"
"2012","161004","Bowdoin College","Maine","Maine","Graduated from HS in past 12 months","53"
"2012","161004","Bowdoin College","Maine","Total","Total","492"
"2012","161004","Bowdoin College","Maine","Kansas","Graduated from HS in past 12 months","1"
"2012","161004","Bowdoin College","Maine","Colorado","Total","14"
"2012","161004","Bowdoin College","Maine","Missouri","Total","6"
"2012","161004","Bowdoin College","Maine","Massachusetts","Graduated from HS in past 12 months","82"
"2012","161004","Bowdoin College","Maine","Kentucky","Graduated from HS in past 12 months","2"
"2012","161004","Bowdoin College","Maine","Maryland","Total","13"
"2012","161004","Bowdoin College","Maine","Minnesota","Total","6"
"2012","161004","Bowdoin College","Maine","Arizona","Total","3"
"2012","161004","Bowdoin College","Maine","Vermont","Graduated from HS in past 12 months","5"
"2012","161004","Bowdoin College","Maine","Utah","Graduated from HS in past 12 months","5"
"2012","161004","Bowdoin College","Maine","Washington","Graduated from HS in past 12 months","13"
"2012","161004","Bowdoin College","Maine","California","Graduated from HS in past 12 months","31"
"2012","161004","Bowdoin College","Maine","Illinois","Total","14"
"2012","161004","Bowdoin College","Maine","Florida","Total","8"
"2012","161004","Bowdoin College","Maine","Oregon","Total","1"
"2012","161004","Bowdoin College","Maine","Wyoming","Graduated from HS in past 12 months","3"
"2012","161004","Bowdoin College","Maine","New Mexico","Total","2"
"2012","161004","Bowdoin College","Maine","New Mexico","Graduated from HS in past 12 months","2"
"2012","161004","Bowdoin College","Maine","New Hampshire","Graduated from HS in past 12 months","9"
"2012","161004","Bowdoin College","Maine","Arizona","Graduated from HS in past 12 months","3"
"2012","161004","Bowdoin College","Maine","North Carolina","Graduated from HS in past 12 months","3"
"2012","161004","Bowdoin College","Maine","Georgia","Graduated from HS in past 12 months","5"
"2012","161004","Bowdoin College","Maine","Illinois","Graduated from HS in past 12 months","14"
"2012","161004","Bowdoin College","Maine","Outlying areas total","Total","2"
"2012","161004","Bowdoin College","Maine","Nevada","Total","1"
"2012","161004","Bowdoin College","Maine","Tennessee","Graduated from HS in past 12 months","2"
"2012","161004","Bowdoin College","Maine","US total","Total","462"
"2012","161004","Bowdoin College","Maine","District of Columbia","Total","4"
"2012","161004","Bowdoin College","Maine","Guam","Graduated from HS in past 12 months","1"
"2012","161004","Bowdoin College","Maine","Outlying areas total","Graduated from HS in past 12 months","2"
"2012","161004","Bowdoin College","Maine","Colorado","Graduated from HS in past 12 months","14"
"2012","161004","Bowdoin College","Maine","Foreign countries","Graduated from HS in past 12 months","27"
"2012","161004","Bowdoin College","Maine","Alabama","Graduated from HS in past 12 months","2"
"2012","161004","Bowdoin College","Maine","New Jersey","Graduated from HS in past 12 months","24"
"2012","161004","Bowdoin College","Maine","Florida","Graduated from HS in past 12 months","8"
"2012","161004","Bowdoin College","Maine","Montana","Graduated from HS in past 12 months","1"
"2012","161004","Bowdoin College","Maine","Michigan","Total","1"
"2012","161004","Bowdoin College","Maine","New Jersey","Total","24"
"2012","161004","Bowdoin College","Maine","Connecticut","Total","26"
"2012","161004","Bowdoin College","Maine","US total","Graduated from HS in past 12 months","449"
"2012","161004","Bowdoin College","Maine","District of Columbia","Graduated from HS in past 12 months","3"
"2012","161004","Bowdoin College","Maine","Missouri","Graduated from HS in past 12 months","6"
"2012","161086","Colby College","Maine","Foreign countries","Graduated from HS in past 12 months","45"
"2012","161086","Colby College","Maine","Massachusetts","Graduated from HS in past 12 months","115"
"2012","161086","Colby College","Maine","Louisiana","Total","1"
"2012","161086","Colby College","Maine","Washington","Graduated from HS in past 12 months","9"
"2012","161086","Colby College","Maine","Texas","Graduated from HS in past 12 months","5"
"2012","161086","Colby College","Maine","Wisconsin","Total","1"
"2012","161086","Colby College","Maine","Connecticut","Graduated from HS in past 12 months","36"
"2012","161086","Colby College","Maine","New Hampshire","Total","19"
"2012","161086","Colby College","Maine","Maryland","Total","12"
"2012","161086","Colby College","Maine","Missouri","Total","1"
"2012","161086","Colby College","Maine","US total","Graduated from HS in past 12 months","448"
"2012","161086","Colby College","Maine","Rhode Island","Total","3"
"2012","161086","Colby College","Maine","Vermont","Total","8"
"2012","161086","Colby College","Maine","Kansas","Graduated from HS in past 12 months","1"
"2012","161086","Colby College","Maine","Utah","Graduated from HS in past 12 months","2"
"2012","161086","Colby College","Maine","California","Graduated from HS in past 12 months","38"
"2012","161086","Colby College","Maine","District of Columbia","Total","3"
"2012","161086","Colby College","Maine","Michigan","Total","1"
"2012","161086","Colby College","Maine","Nevada","Graduated from HS in past 12 months","1"
"2012","161086","Colby College","Maine","Virginia","Graduated from HS in past 12 months","6"
"2012","161086","Colby College","Maine","Kansas","Total","1"
"2012","161086","Colby College","Maine","US total","Total","448"
"2012","161086","Colby College","Maine","Total","Total","493"
"2012","161086","Colby College","Maine","Illinois","Graduated from HS in past 12 months","14"
"2012","161086","Colby College","Maine","Illinois","Total","14"
"2012","161086","Colby College","Maine","Washington","Total","9"
"2012","161086","Colby College","Maine","Ohio","Graduated from HS in past 12 months","5"
"2012","161086","Colby College","Maine","Louisiana","Graduated from HS in past 12 months","1"
"2012","161086","Colby College","Maine","Virginia","Total","6"
"2012","161086","Colby College","Maine","Nevada","Total","1"
"2012","161086","Colby College","Maine","Texas","Total","5"
"2012","161086","Colby College","Maine","Wisconsin","Graduated from HS in past 12 months","1"
"2012","161086","Colby College","Maine","New Hampshire","Graduated from HS in past 12 months","19"
"2012","161086","Colby College","Maine","Florida","Graduated from HS in past 12 months","3"
"2012","161086","Colby College","Maine","Pennsylvania","Total","5"
"2012","161086","Colby College","Maine","Maryland","Graduated from HS in past 12 months","12"
"2012","161086","Colby College","Maine","New York","Graduated from HS in past 12 months","50"
"2012","161086","Colby College","Maine","Pennsylvania","Graduated from HS in past 12 months","5"
"2012","161086","Colby College","Maine","Oregon","Total","1"
"2012","161086","Colby College","Maine","New Jersey","Graduated from HS in past 12 months","19"
"2012","161086","Colby College","Maine","Missouri","Graduated from HS in past 12 months","1"
"2012","161086","Colby College","Maine","Maine","Graduated from HS in past 12 months","60"
"2012","161086","Colby College","Maine","Georgia","Total","5"
"2012","161086","Colby College","Maine","Florida","Total","3"
"2012","161086","Colby College","Maine","Alaska","Graduated from HS in past 12 months","1"
"2012","161086","Colby College","Maine","Foreign countries","Total","45"
"2012","161086","Colby College","Maine","Total","Graduated from HS in past 12 months","493"
"2012","161086","Colby College","Maine","Minnesota","Graduated from HS in past 12 months","11"
"2012","161086","Colby College","Maine","Oregon","Graduated from HS in past 12 months","1"
"2012","161086","Colby College","Maine","North Carolina","Total","2"
"2012","161086","Colby College","Maine","North Carolina","Graduated from HS in past 12 months","2"
"2012","161086","Colby College","Maine","District of Columbia","Graduated from HS in past 12 months","3"
"2012","161086","Colby College","Maine","Michigan","Graduated from HS in past 12 months","1"
"2012","161086","Colby College","Maine","Georgia","Graduated from HS in past 12 months","5"
"2012","161086","Colby College","Maine","New Jersey","Total","19"
"2012","161086","Colby College","Maine","Minnesota","Total","11"
"2012","161086","Colby College","Maine","Maine","Total","60"
"2012","161086","Colby College","Maine","Ohio","Total","5"
"2012","161086","Colby College","Maine","Utah","Total","2"
"2012","161086","Colby College","Maine","Connecticut","Total","36"
"2012","161086","Colby College","Maine","Vermont","Graduated from HS in past 12 months","8"
"2012","161086","Colby College","Maine","Tennessee","Total","1"
"2012","161086","Colby College","Maine","Alaska","Total","1"
"2012","161086","Colby College","Maine","Colorado","Graduated from HS in past 12 months","9"
"2012","161086","Colby College","Maine","California","Total","38"
"2012","161086","Colby College","Maine","Colorado","Total","9"
"2012","161086","Colby College","Maine","Massachusetts","Total","115"
"2012","161086","Colby College","Maine","New York","Total","50"
"2012","161086","Colby College","Maine","Tennessee","Graduated from HS in past 12 months","1"
"2012","161086","Colby College","Maine","Rhode Island","Graduated from HS in past 12 months","3"
"2012","161165","Husson University","Maine","Vermont","Graduated from HS in past 12 months","2"
"2012","161165","Husson University","Maine","New Hampshire","Graduated from HS in past 12 months","17"
"2012","161165","Husson University","Maine","Maine","Total","334"
"2012","161165","Husson University","Maine","Maine","Graduated from HS in past 12 months","307"
"2012","161165","Husson University","Maine","Florida","Graduated from HS in past 12 months","1"
"2012","161165","Husson University","Maine","New York","Total","2"
"2012","161165","Husson University","Maine","Texas","Graduated from HS in past 12 months","1"
"2012","161165","Husson University","Maine","Texas","Total","1"
"2012","161165","Husson University","Maine","Pennsylvania","Total","1"
"2012","161165","Husson University","Maine","US total","Total","391"
"2012","161165","Husson University","Maine","California","Total","1"
"2012","161165","Husson University","Maine","Virginia","Total","1"
